"Female_1","Female_2","Female_3","Male_1","Male_2","Male_3","ENSEMBL_ID","MGI_symbol","Description"
31,26,28,40,55,37,"ENSMUSG00000030641","Ddias","DNA damage-induced apoptosis suppressor [Source:MGI Symbol;Acc:MGI:1921291]"
1055,1525,1133,1796,4290,1769,"ENSMUSG00000030643","Rab30","RAB30, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923235]"
1974,2386,1849,2087,1746,1476,"ENSMUSG00000030647","Ndufc2","NADH:ubiquinone oxidoreductase subunit C2 [Source:MGI Symbol;Acc:MGI:1344370]"
89,103,58,111,142,124,"ENSMUSG00000030649","Anapc15","anaphase promoting complex C subunit 15 [Source:MGI Symbol;Acc:MGI:1922680]"
920,801,683,868,694,722,"ENSMUSG00000030652","Coq7","demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]"
3519,4143,3338,5798,4877,4467,"ENSMUSG00000030654","Arl6ip1","ADP-ribosylation factor-like 6 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1858943]"
431,297,385,523,864,772,"ENSMUSG00000030655","Smg1","SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [Source:MGI Symbol;Acc:MGI:1919742]"
20,33,41,52,40,48,"ENSMUSG00000030657","Xylt1","xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2451073]"
6023,3523,3512,3983,2693,3498,"ENSMUSG00000030659","Nucb2","nucleobindin 2 [Source:MGI Symbol;Acc:MGI:1858179]"
707,454,762,824,975,882,"ENSMUSG00000030660","Pik3c2a","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:MGI Symbol;Acc:MGI:1203729]"
2700,2090,2080,1993,2379,2217,"ENSMUSG00000030662","Ipo5","importin 5 [Source:MGI Symbol;Acc:MGI:1917822]"
2983,2307,2378,3033,2457,2361,"ENSMUSG00000030663","1110004F10Rik","RIKEN cDNA 1110004F10 gene [Source:MGI Symbol;Acc:MGI:1929274]"
5,6,5,9,10,10,"ENSMUSG00000030664","Sox6os","SRY (sex determining region Y)-box 6, opposite strand [Source:MGI Symbol;Acc:MGI:1915719]"
113,204,86,169,755,179,"ENSMUSG00000030669","Calca","calcitonin/calcitonin-related polypeptide, alpha [Source:MGI Symbol;Acc:MGI:2151253]"
8,10,5,11,7,3,"ENSMUSG00000030670","Cyp2r1","cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2449771]"
364,313,893,276,574,298,"ENSMUSG00000030671","Pde3b","phosphodiesterase 3B, cGMP-inhibited [Source:MGI Symbol;Acc:MGI:1333863]"
51,50,39,41,26,41,"ENSMUSG00000030672","Mylpf","myosin light chain, phosphorylatable, fast skeletal muscle [Source:MGI Symbol;Acc:MGI:97273]"
70,50,28,131,48,71,"ENSMUSG00000030674","Qprt","quinolinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1914625]"
97,191,123,155,119,168,"ENSMUSG00000030677","Kif22","kinesin family member 22 [Source:MGI Symbol;Acc:MGI:109233]"
177,216,167,228,225,206,"ENSMUSG00000030678","Maz","MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823]"
2078,1517,1321,1979,1228,1840,"ENSMUSG00000030681","Mvp","major vault protein [Source:MGI Symbol;Acc:MGI:1925638]"
4118,3193,2625,4311,2768,3165,"ENSMUSG00000030682","Cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:MGI Symbol;Acc:MGI:105491]"
2614,3001,2942,2399,2073,2523,"ENSMUSG00000030683","Sez6l2","seizure related 6 homolog like 2 [Source:MGI Symbol;Acc:MGI:2385295]"
467,350,327,446,346,287,"ENSMUSG00000030685","Kctd13","potassium channel tetramerisation domain containing 13 [Source:MGI Symbol;Acc:MGI:1923739]"
506,613,680,581,576,489,"ENSMUSG00000030688","Stard10","START domain containing 10 [Source:MGI Symbol;Acc:MGI:1860093]"
287,260,249,317,397,263,"ENSMUSG00000030689","Ino80e","INO80 complex subunit E [Source:MGI Symbol;Acc:MGI:2141881]"
152,141,205,289,392,345,"ENSMUSG00000030691","Fchsd2","FCH and double SH3 domains 2 [Source:MGI Symbol;Acc:MGI:2448475]"
20271,18397,13747,21287,18615,17696,"ENSMUSG00000030695","Aldoa","aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]"
1747,1506,1277,1997,1700,1552,"ENSMUSG00000030697","Ppp4c","protein phosphatase 4, catalytic subunit [Source:MGI Symbol;Acc:MGI:1891763]"
1,7,4,11,13,12,"ENSMUSG00000030699","Tbx6","T-box 6 [Source:MGI Symbol;Acc:MGI:102539]"
2223,2781,1924,4497,3934,4017,"ENSMUSG00000030701","Plekhb1","pleckstrin homology domain containing, family B (evectins) member 1 [Source:MGI Symbol;Acc:MGI:1351469]"
5759,4603,3662,4579,6356,5062,"ENSMUSG00000030704","Rab6a","RAB6A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894313]"
1352,1196,1008,1592,1230,1255,"ENSMUSG00000030706","Mrpl48","mitochondrial ribosomal protein L48 [Source:MGI Symbol;Acc:MGI:1289321]"
26,31,17,61,17,38,"ENSMUSG00000030707","Coro1a","coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]"
15,29,32,21,37,32,"ENSMUSG00000030708","Dnajb13","DnaJ heat shock protein family (Hsp40) member B13 [Source:MGI Symbol;Acc:MGI:1916637]"
21,31,28,81,67,55,"ENSMUSG00000030711","Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1 [Source:MGI Symbol;Acc:MGI:102896]"
199,81,84,197,129,144,"ENSMUSG00000030714","Sgf29","SAGA complex associated factor 29 [Source:MGI Symbol;Acc:MGI:1922815]"
57,41,44,132,70,98,"ENSMUSG00000030717","Nupr1","nuclear protein transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1891834]"
1339,1475,1234,1863,1918,1747,"ENSMUSG00000030718","Ppme1","protein phosphatase methylesterase 1 [Source:MGI Symbol;Acc:MGI:1919840]"
413,426,350,587,421,399,"ENSMUSG00000030720","Cln3","ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease) [Source:MGI Symbol;Acc:MGI:107537]"
88,72,82,136,81,118,"ENSMUSG00000030725","Lipt2","lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol;Acc:MGI:1914414]"
994,831,813,1244,1325,1049,"ENSMUSG00000030726","Pold3","polymerase (DNA-directed), delta 3, accessory subunit [Source:MGI Symbol;Acc:MGI:1915217]"
444,588,543,727,824,574,"ENSMUSG00000030727","Rabep2","rabaptin, RAB GTPase binding effector protein 2 [Source:MGI Symbol;Acc:MGI:1917564]"
52,69,82,68,85,46,"ENSMUSG00000030729","Pgm2l1","phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224]"
197,456,353,212,540,161,"ENSMUSG00000030730","Atp2a1","ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:MGI Symbol;Acc:MGI:105058]"
1226,932,1016,846,677,616,"ENSMUSG00000030731","Syt3","synaptotagmin III [Source:MGI Symbol;Acc:MGI:99665]"
1036,1226,1176,1490,1459,1194,"ENSMUSG00000030733","Sh2b1","SH2B adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1201407]"
105,110,87,132,98,64,"ENSMUSG00000030735","Gm9755","predicted pseudogene 9755 [Source:MGI Symbol;Acc:MGI:3642279]"
17,10,17,38,16,7,"ENSMUSG00000030737","Slco2b1","solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]"
3539,2825,2627,3804,3399,3141,"ENSMUSG00000030738","Eif3c","eukaryotic translation initiation factor 3, subunit C [Source:MGI Symbol;Acc:MGI:1926966]"
362,566,440,642,952,581,"ENSMUSG00000030739","Myh14","myosin, heavy polypeptide 14 [Source:MGI Symbol;Acc:MGI:1919210]"
863,947,882,1106,895,925,"ENSMUSG00000030741","Spns1","spinster homolog 1 [Source:MGI Symbol;Acc:MGI:1920908]"
7079,7856,6233,5515,3626,4449,"ENSMUSG00000030744","Rps3","ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917]"
725,497,357,943,576,1059,"ENSMUSG00000030747","Dgat2","diacylglycerol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1915050]"
332,144,154,234,193,202,"ENSMUSG00000030748","Il4ra","interleukin 4 receptor, alpha [Source:MGI Symbol;Acc:MGI:105367]"
1176,1090,925,1369,929,1044,"ENSMUSG00000030750","Nsmce1","NSE1 homolog, SMC5-SMC6 complex component [Source:MGI Symbol;Acc:MGI:1914961]"
2598,2155,2126,3610,2650,2392,"ENSMUSG00000030751","Psma1","proteasome (prosome, macropain) subunit, alpha type 1 [Source:MGI Symbol;Acc:MGI:1347005]"
146,72,80,203,117,128,"ENSMUSG00000030752","Kdm8","lysine (K)-specific demethylase 8 [Source:MGI Symbol;Acc:MGI:1924285]"
420,291,359,426,488,462,"ENSMUSG00000030753","Thap12","THAP domain containing 12 [Source:MGI Symbol;Acc:MGI:1920231]"
6851,4501,4538,6643,6116,5160,"ENSMUSG00000030754","Copb1","coatomer protein complex, subunit beta 1 [Source:MGI Symbol;Acc:MGI:1917599]"
134,86,141,226,247,238,"ENSMUSG00000030757","Zkscan2","zinc finger with KRAB and SCAN domains 2 [Source:MGI Symbol;Acc:MGI:2444060]"
1680,1053,1255,2123,1853,1884,"ENSMUSG00000030759","Far1","fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670]"
209,145,166,267,211,206,"ENSMUSG00000030760","Acer3","alkaline ceramidase 3 [Source:MGI Symbol;Acc:MGI:1913440]"
428,310,347,783,618,654,"ENSMUSG00000030761","Myo7a","myosin VIIA [Source:MGI Symbol;Acc:MGI:104510]"
945,796,714,909,743,739,"ENSMUSG00000030763","Lcmt1","leucine carboxyl methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1353593]"
493,374,436,620,590,589,"ENSMUSG00000030766","Arhgap17","Rho GTPase activating protein 17 [Source:MGI Symbol;Acc:MGI:1917747]"
279,211,231,354,307,311,"ENSMUSG00000030768","Disp1","dispatched RND transporter family member 1 [Source:MGI Symbol;Acc:MGI:1916147]"
1003,1242,962,1889,1817,1335,"ENSMUSG00000030770","Parva","parvin, alpha [Source:MGI Symbol;Acc:MGI:1931144]"
422,311,224,400,265,315,"ENSMUSG00000030772","Dkk3","dickkopf WNT signaling pathway inhibitor 3 [Source:MGI Symbol;Acc:MGI:1354952]"
4403,4184,3284,3746,5808,3707,"ENSMUSG00000030774","Pak1","p21 (RAC1) activated kinase 1 [Source:MGI Symbol;Acc:MGI:1339975]"
1081,862,1026,1239,1347,1239,"ENSMUSG00000030779","Rbbp6","retinoblastoma binding protein 6, ubiquitin ligase [Source:MGI Symbol;Acc:MGI:894835]"
1347,982,960,1455,1148,1063,"ENSMUSG00000030780","BC017158","cDNA sequence BC017158 [Source:MGI Symbol;Acc:MGI:2384572]"
57,96,50,74,110,115,"ENSMUSG00000030782","Tgfb1i1","transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784]"
10,6,5,13,4,5,"ENSMUSG00000030785","Cox6a2","cytochrome c oxidase subunit 6A2 [Source:MGI Symbol;Acc:MGI:104649]"
695,598,666,1063,975,739,"ENSMUSG00000030788","Rnf141","ring finger protein 141 [Source:MGI Symbol;Acc:MGI:1914400]"
5,3,2,28,8,11,"ENSMUSG00000030789","Itgax","integrin alpha X [Source:MGI Symbol;Acc:MGI:96609]"
66,48,31,60,79,34,"ENSMUSG00000030790","Adm","adrenomedullin [Source:MGI Symbol;Acc:MGI:108058]"
68,55,63,63,61,105,"ENSMUSG00000030793","Pycard","PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465]"
415,491,539,584,791,685,"ENSMUSG00000030795","Fus","fused in sarcoma [Source:MGI Symbol;Acc:MGI:1353633]"
165,102,107,311,178,182,"ENSMUSG00000030800","Prss8","protease, serine 8 (prostasin) [Source:MGI Symbol;Acc:MGI:1923810]"
433,396,347,664,499,519,"ENSMUSG00000030801","Kat8","K(lysine) acetyltransferase 8 [Source:MGI Symbol;Acc:MGI:1915023]"
4385,3253,2956,3592,2453,2614,"ENSMUSG00000030802","Bckdk","branched chain ketoacid dehydrogenase kinase [Source:MGI Symbol;Acc:MGI:1276121]"
571,484,463,672,959,646,"ENSMUSG00000030805","Stx4a","syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577]"
49,95,78,134,242,142,"ENSMUSG00000030806","Stx1b","syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705]"
20,27,32,19,16,28,"ENSMUSG00000030811","Fbxl19","F-box and leucine-rich repeat protein 19 [Source:MGI Symbol;Acc:MGI:3039600]"
429,436,399,504,333,342,"ENSMUSG00000030814","Bcl7c","B cell CLL/lymphoma 7C [Source:MGI Symbol;Acc:MGI:1332237]"
279,244,229,487,449,441,"ENSMUSG00000030815","Phkg2","phosphorylase kinase, gamma 2 (testis) [Source:MGI Symbol;Acc:MGI:1916211]"
1396,1268,1102,1826,1877,1500,"ENSMUSG00000030816","Rnf40","ring finger protein 40 [Source:MGI Symbol;Acc:MGI:2142048]"
1154,750,692,1356,1287,1122,"ENSMUSG00000030822","Prr14","proline rich 14 [Source:MGI Symbol;Acc:MGI:2384565]"
68,79,51,149,101,170,"ENSMUSG00000030823","9130019O22Rik","RIKEN cDNA 9130019O22 gene [Source:MGI Symbol;Acc:MGI:1926171]"
11404,11780,8872,13975,11204,13191,"ENSMUSG00000030824","Nucb1","nucleobindin 1 [Source:MGI Symbol;Acc:MGI:97388]"
8,16,13,30,26,27,"ENSMUSG00000030825","Hsd17b14","hydroxysteroid (17-beta) dehydrogenase 14 [Source:MGI Symbol;Acc:MGI:1913315]"
486,270,301,424,291,321,"ENSMUSG00000030826","Bcat2","branched chain aminotransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1276534]"
197,145,129,114,95,140,"ENSMUSG00000030830","Itgal","integrin alpha L [Source:MGI Symbol;Acc:MGI:96606]"
1962,1616,1473,1542,1565,1189,"ENSMUSG00000030835","Nomo1","nodal modulator 1 [Source:MGI Symbol;Acc:MGI:2385850]"
89,87,36,273,167,188,"ENSMUSG00000030838","Ush1c","USH1 protein network component harmonin [Source:MGI Symbol;Acc:MGI:1919338]"
148,159,86,184,208,243,"ENSMUSG00000030839","Sergef","secretion regulating guanine nucleotide exchange factor [Source:MGI Symbol;Acc:MGI:1351630]"
1771,1834,1357,2219,1585,1690,"ENSMUSG00000030842","Lamtor1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]"
5,18,10,20,18,8,"ENSMUSG00000030844","Rgs10","regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]"
210,150,198,219,335,231,"ENSMUSG00000030846","Tial1","Tia1 cytotoxic granule-associated RNA binding protein-like 1 [Source:MGI Symbol;Acc:MGI:107913]"
3671,3819,3191,1747,2492,1902,"ENSMUSG00000030847","Bag3","BCL2-associated athanogene 3 [Source:MGI Symbol;Acc:MGI:1352493]"
71,58,36,90,114,84,"ENSMUSG00000030849","Fgfr2","fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523]"
1863,1251,1464,2372,2244,1853,"ENSMUSG00000030850","Ate1","arginyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333870]"
519,529,595,1201,1726,1315,"ENSMUSG00000030852","Tacc2","transforming, acidic coiled-coil containing protein 2 [Source:MGI Symbol;Acc:MGI:1928899]"
2140,366,718,9,15,17,"ENSMUSG00000030854","Ptpn5","protein tyrosine phosphatase, non-receptor type 5 [Source:MGI Symbol;Acc:MGI:97807]"
3592,2685,2744,3185,2879,2731,"ENSMUSG00000030861","Acadsb","acyl-Coenzyme A dehydrogenase, short/branched chain [Source:MGI Symbol;Acc:MGI:1914135]"
419,298,183,751,405,347,"ENSMUSG00000030862","Cpxm2","carboxypeptidase X 2 (M14 family) [Source:MGI Symbol;Acc:MGI:1926006]"
4,7,4,25,17,20,"ENSMUSG00000030865","Chp2","calcineurin-like EF hand protein 2 [Source:MGI Symbol;Acc:MGI:1917511]"
11,8,12,0,11,4,"ENSMUSG00000030866","Ern2","endoplasmic reticulum (ER) to nucleus signalling 2 [Source:MGI Symbol;Acc:MGI:1349436]"
8,13,11,15,18,16,"ENSMUSG00000030867","Plk1","polo like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]"
1666,1366,1314,2023,1661,1305,"ENSMUSG00000030868","Dctn5","dynactin 5 [Source:MGI Symbol;Acc:MGI:1891689]"
794,795,671,878,800,655,"ENSMUSG00000030869","Ndufab1","NADH:ubiquinone oxidoreductase subunit AB1 [Source:MGI Symbol;Acc:MGI:1917566]"
3266,2278,2482,3074,2671,2577,"ENSMUSG00000030870","Ubfd1","ubiquitin family domain containing 1 [Source:MGI Symbol;Acc:MGI:107301]"
402,337,347,501,503,372,"ENSMUSG00000030871","Ears2","glutamyl-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1914667]"
4574,3602,2977,4487,3319,3011,"ENSMUSG00000030872","Gga2","golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:MGI Symbol;Acc:MGI:1921355]"
586,382,232,991,556,681,"ENSMUSG00000030873","Scnn1b","sodium channel, nonvoltage-gated 1 beta [Source:MGI Symbol;Acc:MGI:104696]"
1136,974,935,1099,923,907,"ENSMUSG00000030876","Mettl9","methyltransferase like 9 [Source:MGI Symbol;Acc:MGI:1914862]"
81,54,56,53,65,68,"ENSMUSG00000030877","Mfsd13b","major facilitator superfamily domain containing 13B [Source:MGI Symbol;Acc:MGI:1921716]"
2148,1825,1525,1285,1883,1096,"ENSMUSG00000030878","Cdr2","cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]"
2134,1739,1660,2230,1594,1686,"ENSMUSG00000030879","Mrpl17","mitochondrial ribosomal protein L17 [Source:MGI Symbol;Acc:MGI:1351608]"
419,305,370,463,442,417,"ENSMUSG00000030880","Polr3e","polymerase (RNA) III (DNA directed) polypeptide E [Source:MGI Symbol;Acc:MGI:1349452]"
2869,2126,1849,2456,1726,1822,"ENSMUSG00000030881","Arfip2","ADP-ribosylation factor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924182]"
12,11,17,21,31,14,"ENSMUSG00000030882","Dnhd1","dynein heavy chain domain 1 [Source:MGI Symbol;Acc:MGI:1924755]"
3026,2631,2294,3188,2441,2318,"ENSMUSG00000030884","Uqcrc2","ubiquinol cytochrome c reductase core protein 2 [Source:MGI Symbol;Acc:MGI:1914253]"
503,391,318,603,405,419,"ENSMUSG00000030888","Rrp8","ribosomal RNA processing 8, methyltransferase, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914251]"
9,18,8,26,25,27,"ENSMUSG00000030889","Vwa3a","von Willebrand factor A domain containing 3A [Source:MGI Symbol;Acc:MGI:3041229]"
2159,1731,1658,2433,2371,2191,"ENSMUSG00000030894","Tpp1","tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194]"
15,9,6,9,15,17,"ENSMUSG00000030895","Hpx","hemopexin [Source:MGI Symbol;Acc:MGI:105112]"
8,15,22,5,24,12,"ENSMUSG00000030897","Cnga4","cyclic nucleotide gated channel alpha 4 [Source:MGI Symbol;Acc:MGI:2664099]"
303,387,233,177,121,180,"ENSMUSG00000030898","Cckbr","cholecystokinin B receptor [Source:MGI Symbol;Acc:MGI:99479]"
57,75,35,98,68,93,"ENSMUSG00000030905","Crym","crystallin, mu [Source:MGI Symbol;Acc:MGI:102675]"
33,59,27,47,88,34,"ENSMUSG00000030911","Zp2","zona pellucida glycoprotein 2 [Source:MGI Symbol;Acc:MGI:99214]"
704,575,473,879,485,641,"ENSMUSG00000030917","Tmem159","transmembrane protein 159 [Source:MGI Symbol;Acc:MGI:1925752]"
12,10,10,8,8,5,"ENSMUSG00000030921","Trim30a","tripartite motif-containing 30A [Source:MGI Symbol;Acc:MGI:98178]"
206,156,152,172,184,142,"ENSMUSG00000030922","Lyrm1","LYR motif containing 1 [Source:MGI Symbol;Acc:MGI:1921169]"
101,75,84,99,114,81,"ENSMUSG00000030924","Rexo5","RNA exonuclease 5 [Source:MGI Symbol;Acc:MGI:1919402]"
126,85,94,209,148,166,"ENSMUSG00000030929","Eri2","exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:1918401]"
52,23,10,93,14,27,"ENSMUSG00000030930","Chst15","carbohydrate sulfotransferase 15 [Source:MGI Symbol;Acc:MGI:1924840]"
3946,3220,2899,5343,3759,3939,"ENSMUSG00000030934","Oat","ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394]"
1431,1072,1029,1631,1642,1709,"ENSMUSG00000030942","Thumpd1","THUMP domain containing 1 [Source:MGI Symbol;Acc:MGI:2444479]"
178,195,125,338,249,257,"ENSMUSG00000030946","Lhpp","phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:MGI Symbol;Acc:MGI:1923679]"
1081,899,912,1785,904,1229,"ENSMUSG00000030956","Fam53b","family with sequence similarity 53, member B [Source:MGI Symbol;Acc:MGI:1925188]"
757,630,546,989,673,639,"ENSMUSG00000030960","Eef1akmt2","EEF1A lysine methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919346]"
545,371,319,595,472,529,"ENSMUSG00000030965","Abraxas2","BRISC complex subunit [Source:MGI Symbol;Acc:MGI:1926116]"
151,112,144,295,228,281,"ENSMUSG00000030966","Trim21","tripartite motif-containing 21 [Source:MGI Symbol;Acc:MGI:106657]"
418,392,552,412,801,487,"ENSMUSG00000030967","Zranb1","zinc finger, RAN-binding domain containing 1 [Source:MGI Symbol;Acc:MGI:106441]"
278,271,295,375,423,374,"ENSMUSG00000030970","Ctbp2","C-terminal binding protein 2 [Source:MGI Symbol;Acc:MGI:1201686]"
1262,1303,1180,1767,1724,1335,"ENSMUSG00000030978","Rrm1","ribonucleotide reductase M1 [Source:MGI Symbol;Acc:MGI:98180]"
1304,1164,1102,1758,1501,1148,"ENSMUSG00000030979","Uros","uroporphyrinogen III synthase [Source:MGI Symbol;Acc:MGI:98917]"
373,216,215,274,259,319,"ENSMUSG00000030980","Knop1","lysine rich nucleolar protein 1 [Source:MGI Symbol;Acc:MGI:1913606]"
2452,2101,1930,3053,2480,2065,"ENSMUSG00000030982","Vps35l","VPS35 endosomal protein sorting factor like [Source:MGI Symbol;Acc:MGI:1918767]"
1178,880,678,1258,1070,907,"ENSMUSG00000030983","Bccip","BRCA2 and CDKN1A interacting protein [Source:MGI Symbol;Acc:MGI:1913415]"
2258,1658,1508,2224,1920,1899,"ENSMUSG00000030986","Dhx32","DEAH (Asp-Glu-Ala-His) box polypeptide 32 [Source:MGI Symbol;Acc:MGI:2141813]"
1065,1246,1095,1528,1501,1506,"ENSMUSG00000030987","Stim1","stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]"
348,361,294,387,328,343,"ENSMUSG00000030990","Pgap2","post-GPI attachment to proteins 2 [Source:MGI Symbol;Acc:MGI:2385286]"
7,20,44,48,98,52,"ENSMUSG00000031004","Mki67","antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]"
8456,7743,6880,9249,11063,9346,"ENSMUSG00000031007","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2 [Source:MGI Symbol;Acc:MGI:1917745]"
4282,3112,4446,4239,5350,4602,"ENSMUSG00000031010","Usp9x","ubiquitin specific peptidase 9, X chromosome [Source:MGI Symbol;Acc:MGI:894681]"
480,269,407,356,445,367,"ENSMUSG00000031012","Cask","calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:MGI Symbol;Acc:MGI:1309489]"
72,21,24,124,81,56,"ENSMUSG00000031015","Swap70","SWA-70 protein [Source:MGI Symbol;Acc:MGI:1298390]"
630,757,494,520,907,962,"ENSMUSG00000031016","Wee1","WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]"
1167,976,796,1479,1152,1151,"ENSMUSG00000031021","Tmem9b","TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]"
101,125,78,173,156,134,"ENSMUSG00000031023","Akip1","A kinase (PRKA) interacting protein 1 [Source:MGI Symbol;Acc:MGI:3041226]"
762,701,699,1607,1348,1498,"ENSMUSG00000031024","St5","suppression of tumorigenicity 5 [Source:MGI Symbol;Acc:MGI:108517]"
382,576,640,648,1168,741,"ENSMUSG00000031026","Trim66","tripartite motif-containing 66 [Source:MGI Symbol;Acc:MGI:2152406]"
527,537,534,852,829,657,"ENSMUSG00000031027","Stk33","serine/threonine kinase 33 [Source:MGI Symbol;Acc:MGI:2152419]"
516,731,923,1519,2027,1371,"ENSMUSG00000031028","Tub","tubby bipartite transcription factor [Source:MGI Symbol;Acc:MGI:2651573]"
1391,1791,1534,1717,1294,1453,"ENSMUSG00000031029","Eif3f","eukaryotic translation initiation factor 3, subunit F [Source:MGI Symbol;Acc:MGI:1913335]"
3103,3372,2397,2965,2058,2171,"ENSMUSG00000031059","Ndufb11","NADH:ubiquinone oxidoreductase subunit B11 [Source:MGI Symbol;Acc:MGI:1349919]"
1313,1141,1077,1637,1636,1304,"ENSMUSG00000031060","Rbm10","RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310]"
5028,3715,3788,4720,3894,3657,"ENSMUSG00000031065","Cdk16","cyclin-dependent kinase 16 [Source:MGI Symbol;Acc:MGI:97516]"
5218,5670,5302,7292,6758,6742,"ENSMUSG00000031066","Usp11","ubiquitin specific peptidase 11 [Source:MGI Symbol;Acc:MGI:2384312]"
1913,1549,1381,2119,1645,1628,"ENSMUSG00000031068","Glrx3","glutaredoxin 3 [Source:MGI Symbol;Acc:MGI:1353653]"
286,191,229,360,285,287,"ENSMUSG00000031072","LTO1","ABCE maturation factor [Source:MGI Symbol;Acc:MGI:1919534]"
26,37,18,69,29,40,"ENSMUSG00000031075","Ano1","anoctamin 1, calcium activated chloride channel [Source:MGI Symbol;Acc:MGI:2142149]"
38,49,54,64,29,46,"ENSMUSG00000031077","Fadd","Fas (TNFRSF6)-associated via death domain [Source:MGI Symbol;Acc:MGI:109324]"
4857,3935,3684,5165,4501,4225,"ENSMUSG00000031078","Cttn","cortactin [Source:MGI Symbol;Acc:MGI:99695]"
77,29,46,92,53,50,"ENSMUSG00000031079","Zfp300","zinc finger protein 300 [Source:MGI Symbol;Acc:MGI:3045326]"
69,109,43,85,162,124,"ENSMUSG00000031089","Slc6a14","solute carrier family 6 (neurotransmitter transporter), member 14 [Source:MGI Symbol;Acc:MGI:1890216]"
342,274,281,402,363,382,"ENSMUSG00000031090","Nadsyn1","NAD synthetase 1 [Source:MGI Symbol;Acc:MGI:1926164]"
135,91,113,150,121,176,"ENSMUSG00000031093","Dock11","dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224]"
588,512,474,485,565,595,"ENSMUSG00000031095","Cul4b","cullin 4B [Source:MGI Symbol;Acc:MGI:1919834]"
9,19,6,34,18,43,"ENSMUSG00000031097","Tnni2","troponin I, skeletal, fast 2 [Source:MGI Symbol;Acc:MGI:105070]"
1506,1055,1048,1536,1467,1197,"ENSMUSG00000031099","Smarca1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1935127]"
37,36,44,101,60,59,"ENSMUSG00000031103","Elf4","E74-like factor 4 (ets domain transcription factor) [Source:MGI Symbol;Acc:MGI:1928377]"
